	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152	153	154	155	156	157	158	159	160	161	162	163	164	165	166	167	168	169	170	171	172	173	174	175	176	177	178	179	180	181	182	183	184	185	186	187	188	189	190	191	192	193	194	195	196	197	198	199	200	201	202	203	204	205	206	207	208	209	210	211	212	213	214	215	216	217	218	219	220	221	222	223	224	225	226	227	228	229	230	231	232	233	234	235	236	237	238	239	240	241	242	243	244	245	246	247	248	249	250	251	252
CR_CA_1984-11-19_ITEI	presidential_office	presidential_office	other	presidential_office	other	presidential_office	conseil	consulting_members	conseil	college_a	presidential_office	college_biatss	college_a	college_etudiant	consulting_members	college_a	presidential_office	conseil	unknown	unknown	other	other	presidential_office	college_b	college_etudiant	presidential_office	college_b	presidential_office	college_a	other	college_b	presidential_office	presidential_office	college_a	presidential_office	college_b	presidential_office	college_a	presidential_office	other	presidential_office	consulting_members	consulting_members	college_a	college_a	consulting_members	college_a	other	consulting_members	college_a	college_b	presidential_office	college_a	consulting_members	other	college_a	college_a	college_a	consulting_members	presidential_office	other	conseil	consulting_members	college_etudiant	consulting_members	college_a	college_etudiant	consulting_members	college_etudiant	college_a	consulting_members	presidential_office	consulting_members	college_etudiant	consulting_members	college_etudiant	college_biatss	presidential_office	consulting_members	college_etudiant	presidential_office	presidential_office	college_b	presidential_office	college_b	presidential_office	college_biatss	presidential_office	college_etudiant	presidential_office	ext_members	college_b	presidential_office	consulting_members	other	presidential_office	conseil	unknown																																																																																																																																																											
CR_CA_1984-12-17_ITEI	presidential_office	other	presidential_office	college_etudiant	presidential_office	presidential_office	other	college_a	presidential_office	other	consulting_members	presidential_office	other	college_b	college_etudiant	college_b	other	college_biatss	consulting_members	college_b	other	college_etudiant	other	college_a	college_b	college_b	presidential_office	presidential_office	unknown	college_etudiant	college_etudiant	presidential_office	college_b	college_b	college_biatss	college_etudiant	college_biatss	college_a	college_biatss	college_b	presidential_office	unknown	other	college_b	other	college_a	college_etudiant	college_a	other	presidential_office	conseil	conseil	conseil	conseil	unknown																																																																																																																																																																																																						
CR_CA_1985-01-07_ITEI	presidential_office	presidential_office	consulting_members	presidential_office	college_etudiant	presidential_office	conseil	unknown	college_etudiant	college_biatss	presidential_office	presidential_office	college_a	presidential_office	college_biatss	presidential_office	college_biatss	presidential_office	college_biatss	presidential_office	college_b	presidential_office	unknown	unknown	unknown	other	presidential_office	unknown	other	college_biatss	presidential_office	unknown	presidential_office	consulting_members	unknown	college_etudiant	college_biatss	presidential_office	consulting_members	presidential_office	college_biatss	presidential_office	presidential_office	conseil	unknown	unknown	presidential_office	unknown																																																																																																																																																																																																													
CR_CA_1985-01-14_ITEI	presidential_office	presidential_office	conseil	college_a	college_b	college_a	presidential_office	college_a	other	college_a	college_b	presidential_office	other	presidential_office	college_b	presidential_office	college_b	presidential_office	college_etudiant	other	presidential_office	presidential_office	college_a	consulting_members	college_a	presidential_office	college_a	presidential_office	college_b	presidential_office	college_biatss	college_biatss	college_a	other	college_chercheur	presidential_office	college_a	college_a	college_biatss	presidential_office	other	college_a	other	college_a	other	college_a	other	other	consulting_members	other	other	presidential_office	other	college_a	other	other	presidential_office	unknown	consulting_members	other	consulting_members	consulting_members	college_b	consulting_members	other	college_b	other	presidential_office	consulting_members	other	consulting_members	presidential_office	unknown	other	college_biatss	consulting_members	college_biatss	presidential_office	college_biatss	other	presidential_office																																																																																																																																																																												
CR_CA_1985-02-11_ITEI	presidential_office	presidential_office	consulting_members	conseil	presidential_office	college_b	other	presidential_office	college_b	presidential_office	college_b	presidential_office	presidential_office	college_b	other	other	other	college_b	other	other	other	college_etudiant	presidential_office	other	presidential_office	college_b	other	other	college_a	college_b	presidential_office	other	conseil	other	presidential_office	other	presidential_office	college_b	college_a	other	presidential_office	presidential_office	presidential_office	college_a	other	college_a	other	college_a	presidential_office	other	other	other	other	other	presidential_office	college_etudiant	conseil	other	presidential_office	presidential_office																																																																																																																																																																																																	
CR_CA_1985-03-04_ITEI	presidential_office	presidential_office	college_biatss	presidential_office	presidential_office	college_a	college_etudiant	college_etudiant	other	college_b	presidential_office	college_biatss	presidential_office	college_biatss	consulting_members	college_b	other	college_a	college_biatss	consulting_members	presidential_office	unknown	college_biatss	presidential_office	unknown	consulting_members	presidential_office	consulting_members	presidential_office	college_biatss	consulting_members	presidential_office	presidential_office	unknown	consulting_members	conseil	unknown																																																																																																																																																																																																																								
CR_CA_1985-03-18_ITEI	presidential_office	presidential_office	college_b	college_a	college_b	college_a	other	college_b	college_b	conseil	other	college_a	college_b	consulting_members	college_a	college_etudiant	presidential_office	consulting_members	presidential_office	other	presidential_office	college_b	presidential_office	college_a	college_a	other	presidential_office	unknown	consulting_members	college_b	consulting_members	college_b	presidential_office	conseil	presidential_office	other	college_b	other	college_b	college_b	presidential_office	other	presidential_office	unknown	presidential_office	presidential_office	other	presidential_office	other	other	presidential_office	other	college_etudiant	college_b	conseil	other	conseil	college_b	other	college_b																																																																																																																																																																																																	
CR_CA_1985-03-25_ITEI	college_a	college_a	college_etudiant	conseil	other	college_a	college_a	college_a	college_etudiant	college_a	college_etudiant	college_a	consulting_members	college_a	college_a	college_b	consulting_members	college_b	college_a	college_a	college_a	college_biatss	college_a	college_etudiant	consulting_members	consulting_members	college_b	consulting_members	other	college_a	other	college_etudiant	college_a	college_etudiant	college_a	college_a	unknown	unknown	unknown	unknown	unknown	college_biatss	college_chercheur	presidential_office	consulting_members	college_etudiant	college_b	college_b	consulting_members	college_biatss	college_a	presidential_office	college_a	unknown	presidential_office	other	presidential_office	conseil	presidential_office	consulting_members	presidential_office	college_biatss	college_b	presidential_office	college_biatss	college_a	college_b	presidential_office	college_etudiant	other	college_b	college_etudiant	college_b	presidential_office	unknown																																																																																																																																																																																		
CR_CA_1985-04-15_ITEI	presidential_office	unknown	college_b	presidential_office	other	presidential_office	college_a	other	consulting_members	consulting_members	college_etudiant	consulting_members	college_etudiant	consulting_members	other	college_biatss	other	college_b	presidential_office	unknown	presidential_office	college_b	consulting_members	college_etudiant	consulting_members	other	college_etudiant	other	consulting_members	college_etudiant	consulting_members	other	consulting_members	other	consulting_members	college_b	consulting_members	college_b	presidential_office	college_etudiant	other	consulting_members	college_etudiant	college_b	other	presidential_office	college_a	college_etudiant	consulting_members	college_b	other	other	college_b	college_b	presidential_office	other	college_b	other	college_b	unknown	other	college_biatss	other	presidential_office	other	college_etudiant	presidential_office	conseil	other	unknown																																																																																																																																																																																							
CR_CA_1985-05-13_ITEI	presidential_office	presidential_office	other	other	college_a	unknown	college_etudiant	presidential_office	other	college_a	other	consulting_members	presidential_office	consulting_members	presidential_office	college_biatss	unknown	college_b	presidential_office	consulting_members	consulting_members	college_b	consulting_members	college_a	consulting_members	college_b	consulting_members	college_etudiant	presidential_office	college_a	college_b	consulting_members	college_a	college_etudiant	college_b	consulting_members	college_b	college_a	college_biatss	presidential_office	unknown	college_b	presidential_office	college_a	presidential_office	college_b	presidential_office	consulting_members	college_etudiant	consulting_members	college_b	conseil	unknown	college_biatss	other	presidential_office	college_b	other	consulting_members	other	college_biatss	college_b	college_biatss	college_etudiant	consulting_members	presidential_office	college_b	presidential_office																																																																																																																																																																																									
CR_CA_1985-06-13_ITEI	college_b	other	college_b	college_etudiant	college_b	college_b	college_b	other	college_b	other	college_b	other	college_b	college_etudiant	other	college_a	college_etudiant	college_b	college_etudiant	other	college_a	college_b	college_etudiant	college_etudiant	college_b	other	college_etudiant	other	college_b	college_b	college_b	college_b	college_etudiant	college_b	unknown	unknown																																																																																																																																																																																																																									
CR_CA_1985-06-17_ITEI	presidential_office	presidential_office	consulting_members	college_b	presidential_office	presidential_office	conseil	presidential_office	unknown	unknown	college_a	presidential_office	college_b	presidential_office	college_b	college_a	college_b	presidential_office	college_etudiant	conseil	unknown																																																																																																																																																																																																																																								
CR_CA_1985-07-01_ITEI	presidential_office	presidential_office	unknown	other	other	consulting_members	presidential_office	college_b	unknown	other	college_a	consulting_members	other	college_biatss	presidential_office	presidential_office	college_etudiant	college_chercheur	consulting_members	college_biatss	presidential_office	college_b	presidential_office	college_b	presidential_office	unknown	other	presidential_office	college_biatss	presidential_office	conseil	conseil	college_biatss	presidential_office	unknown	unknown	unknown	unknown	unknown	unknown	college_b	college_biatss	college_etudiant	presidential_office	unknown	presidential_office																																																																																																																																																																																																															
CR_CA_1985-11-04_ITEI	presidential_office	presidential_office	college_etudiant	presidential_office	college_etudiant	consulting_members	other	presidential_office	presidential_office	college_biatss	college_b	presidential_office	presidential_office	college_b	college_b	presidential_office	college_etudiant	presidential_office	consulting_members	presidential_office	other	presidential_office	conseil	conseil	unknown	unknown	unknown	unknown	unknown	unknown	unknown																																																																																																																																																																																																																														
CR_CA_1985-11-18_ITEI	college_a	college_a	college_a	other	college_b	consulting_members	college_a	consulting_members	college_a	college_a	other	college_a	unknown	unknown	other	other	college_b	college_a	other	college_b	college_a	conseil	other	other	conseil	other	conseil	college_a	college_etudiant	unknown																																																																																																																																																																																																																															
CR_CA_1985-12-12_ITEI	presidential_office	presidential_office	college_a	consulting_members	other	other	presidential_office	consulting_members	other	conseil	college_b	college_biatss	college_b	unknown	college_biatss	consulting_members	college_biatss	other	other	presidential_office	consulting_members	conseil	college_b	presidential_office	college_a	other	college_etudiant	unknown	unknown																																																																																																																																																																																																																																
CR_CA_1986-01-13_ITEI	presidential_office	presidential_office	presidential_office	college_a	presidential_office	other	college_a	presidential_office	presidential_office	college_b	presidential_office	conseil	presidential_office	presidential_office	presidential_office	other	other	presidential_office	other	unknown	other	college_etudiant	college_b	presidential_office	college_a	presidential_office	other	presidential_office	college_b	college_a	other	presidential_office	other	other	presidential_office	consulting_members	college_etudiant	presidential_office	presidential_office	presidential_office	unknown																																																																																																																																																																																																																				
CR_CA_1986-02-03_ITEI	presidential_office	presidential_office	consulting_members	conseil	consulting_members	conseil	presidential_office	other	presidential_office	consulting_members	consulting_members	conseil	consulting_members	consulting_members	college_a	consulting_members	consulting_members	presidential_office	unknown	college_a	unknown	consulting_members	presidential_office	presidential_office	consulting_members	presidential_office	college_a	college_b	other	college_b	college_a	conseil	other	unknown	presidential_office	other	unknown	consulting_members	unknown	consulting_members	conseil	conseil	unknown	other	consulting_members	presidential_office	college_etudiant	college_etudiant	presidential_office	unknown																																																																																																																																																																																																											
CR_CA_1986-02-24_ITEI	presidential_office	presidential_office	presidential_office	presidential_office	presidential_office	college_a	college_a	college_a	presidential_office	presidential_office	college_biatss	college_b	presidential_office	college_etudiant	presidential_office	unknown	presidential_office	college_a	presidential_office	presidential_office	college_etudiant	college_a	college_etudiant	presidential_office	unknown	college_a	other	college_etudiant	unknown	college_a	other	consulting_members	unknown	unknown	college_a	college_biatss	college_a	other	other	presidential_office	college_biatss	unknown	college_biatss	unknown	unknown																																																																																																																																																																																																																
CR_CA_1986-03-10_ITEI	presidential_office	other	presidential_office	college_biatss	college_biatss	college_etudiant	other	other	college_etudiant	college_etudiant	college_etudiant	college_a	college_a	college_a	college_biatss	college_etudiant	college_etudiant	college_etudiant	college_a	presidential_office	college_a	college_a	college_b	presidential_office	other	presidential_office	unknown	consulting_members	college_b	unknown	presidential_office	college_biatss	presidential_office	college_biatss	presidential_office	consulting_members	college_biatss	consulting_members	college_b	college_a	consulting_members	consulting_members	unknown	college_biatss	other	unknown	unknown																																																																																																																																																																																																														
CR_CA_1986-03-24_ITEI	presidential_office	presidential_office	conseil	presidential_office	conseil	unknown	college_a	conseil	presidential_office	conseil	presidential_office	unknown	presidential_office	consulting_members	consulting_members	consulting_members	college_biatss	presidential_office	unknown	college_a	presidential_office	college_b	college_etudiant	college_etudiant	college_etudiant	presidential_office	college_etudiant	presidential_office	college_b	presidential_office	college_a	college_b	college_a	college_etudiant	presidential_office	consulting_members	presidential_office	college_a	presidential_office	college_b	unknown	college_a	college_a	presidential_office	college_b	presidential_office	college_etudiant	conseil	college_b	college_b	presidential_office	college_b	consulting_members	presidential_office	college_a	conseil	presidential_office	consulting_members	presidential_office	college_biatss	consulting_members	presidential_office	ext_members	presidential_office	college_a	consulting_members	consulting_members	presidential_office	college_a	presidential_office	consulting_members	college_biatss	presidential_office	college_b	unknown																																																																																																																																																																																		
CR_CA_1986-04-07_ITEI	presidential_office	presidential_office	college_a	college_a	college_a	presidential_office	consulting_members	ext_members	presidential_office	presidential_office	college_biatss	college_b	presidential_office	college_b	unknown	presidential_office	consulting_members	college_a	consulting_members	presidential_office	unknown																																																																																																																																																																																																																																								
CR_CA_1986-04-21_ITEI	presidential_office	presidential_office	college_a	other	other	other	unknown	college_a	presidential_office	presidential_office	other	college_etudiant	college_etudiant	other	other	college_etudiant	college_etudiant	college_b	college_b	ext_members	presidential_office	presidential_office																																																																																																																																																																																																																																							
CR_CA_1986-04-28_ITEI	presidential_office	presidential_office	consulting_members	presidential_office	other	presidential_office	other	college_b	other	presidential_office	ext_members	other	unknown	other	other	college_a	other	college_b	presidential_office	college_a	presidential_office	other	presidential_office	other	college_b	unknown	unknown	other	college_b	college_a	other	ext_members	other	unknown	other	college_biatss	presidential_office																																																																																																																																																																																																																								
CR_CA_1986-05-16_ITEI	presidential_office	presidential_office	presidential_office	presidential_office	college_b	college_etudiant	college_a	college_biatss	consulting_members	presidential_office	consulting_members	college_b	presidential_office	college_b	other	consulting_members	presidential_office	other	presidential_office	other	college_b	unknown																																																																																																																																																																																																																																							
CR_CA_1986-06-16_ITEI	presidential_office	college_etudiant	presidential_office	college_a	unknown	unknown	presidential_office	presidential_office	college_etudiant	presidential_office	unknown	consulting_members	consulting_members	unknown	consulting_members	unknown	consulting_members	other	consulting_members	other	unknown	unknown	conseil	presidential_office	presidential_office	college_b	college_biatss	conseil	presidential_office	unknown	unknown	unknown																																																																																																																																																																																																																													
CR_CA_1986-06-30_ITEI	presidential_office	other	college_b	college_b	college_b	presidential_office	college_a	college_etudiant	other	college_biatss	other	other	other	college_a	other	ext_members	other	presidential_office	unknown	presidential_office	other	other	presidential_office	unknown	college_b	college_a	presidential_office	unknown	unknown	unknown	conseil	conseil	unknown	conseil	unknown	presidential_office																																																																																																																																																																																																																									
CR_CA_1986-09-29_ITEI	presidential_office	presidential_office	presidential_office	presidential_office	college_etudiant	college_a	unknown	other	consulting_members	other	consulting_members	college_b	consulting_members	presidential_office	conseil																																																																																																																																																																																																																																														
CR_CA_1986-12-01_ITEI	presidential_office	presidential_office	presidential_office	other	presidential_office	other	presidential_office	college_b	college_etudiant	college_b	ext_members	college_a	college_biatss	college_etudiant	presidential_office	other	presidential_office	college_b	presidential_office	college_etudiant	conseil	other	conseil	college_b	conseil	presidential_office	college_b	unknown	unknown																																																																																																																																																																																																																																
CR_CA_1986-12-15_ITEI	other	presidential_office	other	presidential_office	college_b	college_etudiant	college_biatss	consulting_members	other	college_b	ext_members	college_a	ext_members	presidential_office	consulting_members	other	conseil	presidential_office	college_etudiant	college_biatss	consulting_members	presidential_office	unknown																																																																																																																																																																																																																																						
CR_CA_1986-12-19_ITEI	presidential_office	presidential_office	presidential_office	unknown	college_a	college_etudiant	college_b	other	consulting_members	college_b	college_etudiant	college_b	other	presidential_office	college_etudiant	college_b	college_etudiant	consulting_members	college_etudiant	other	college_biatss	presidential_office	presidential_office	conseil	unknown	conseil	other	unknown																																																																																																																																																																																																																																	
CR_CA_1987-01-12_ITEI	presidential_office	presidential_office	college_a	ext_members	college_a	presidential_office	presidential_office	college_b	college_a	unknown	other	unknown	presidential_office	conseil	consulting_members	consulting_members	presidential_office																																																																																																																																																																																																																																												
CR_CA_1987-02-09_ITEI	presidential_office	presidential_office	presidential_office	college_b	presidential_office	presidential_office	unknown	presidential_office	consulting_members	college_etudiant	college_b	college_etudiant	other	presidential_office	unknown	presidential_office	unknown	presidential_office	unknown	presidential_office	presidential_office	conseil	consulting_members	consulting_members	college_etudiant	college_b	college_etudiant	presidential_office	college_a	presidential_office	college_a																																																																																																																																																																																																																														
CR_CA_1987-03-16_ITEI	presidential_office	conseil	presidential_office	other	presidential_office	presidential_office	presidential_office	college_a	unknown	college_etudiant	college_b	college_biatss	college_etudiant	other	college_a	presidential_office	unknown	other	unknown	other	other																																																																																																																																																																																																																																								
CR_CA_1987-03-23_ITEI	presidential_office	presidential_office	presidential_office	presidential_office	other	college_b	presidential_office	college_biatss	college_etudiant	college_a	presidential_office	unknown	college_b	college_b	consulting_members	college_b	presidential_office	consulting_members	consulting_members	presidential_office	college_b	college_b	college_b	college_b	college_b	college_b	college_b	presidential_office																																																																																																																																																																																																																																	
CR_CA_1987-06-01_ITEI	presidential_office	college_etudiant	presidential_office	presidential_office	presidential_office	presidential_office	presidential_office	consulting_members	college_b	presidential_office	presidential_office	presidential_office	consulting_members	consulting_members	presidential_office	college_b	college_etudiant	presidential_office	consulting_members	presidential_office	college_b	consulting_members	other	conseil	consulting_members	college_b																																																																																																																																																																																																																																			
CR_CA_1987-06-29_ITEI	unknown	unknown	unknown	conseil	conseil	presidential_office	other	other	unknown																																																																																																																																																																																																																																																				
CR_CA_1987-10-05_ITEI	other	unknown	presidential_office	college_biatss	presidential_office	presidential_office	consulting_members	presidential_office	presidential_office	consulting_members	conseil	unknown																																																																																																																																																																																																																																																	
CR_CA_1987-11-09_ITEI	presidential_office	presidential_office	presidential_office	college_a	unknown	presidential_office	college_b	college_a	consulting_members	presidential_office	presidential_office	ext_members	presidential_office	other	consulting_members	unknown	college_a	presidential_office	college_a	conseil	conseil	conseil	consulting_members	conseil	consulting_members	unknown	consulting_members	conseil	presidential_office	unknown	presidential_office	unknown	unknown	unknown																																																																																																																																																																																																																											
CR_CA_1987-12-14_ITEI	presidential_office	presidential_office	presidential_office	college_etudiant	other	presidential_office	college_etudiant	consulting_members	college_b	college_etudiant	presidential_office	presidential_office	presidential_office	college_a	unknown	college_etudiant	unknown	presidential_office	consulting_members	college_b	college_a	ext_members	other	other	ext_members	consulting_members	other	presidential_office	unknown	college_b	presidential_office	consulting_members	consulting_members	consulting_members	college_b	college_etudiant	presidential_office	unknown	presidential_office	unknown	college_a	unknown	presidential_office	presidential_office	college_a	conseil	other	unknown	college_etudiant	presidential_office	college_b	unknown																																																																																																																																																																																																									
CR_CA_1988-01-25_ITEI	presidential_office	presidential_office	other	presidential_office	other	presidential_office	college_etudiant	presidential_office	other	presidential_office	college_a	presidential_office	other	presidential_office	ext_members	college_a	ext_members	college_a	other	other	presidential_office	other	presidential_office	college_biatss	college_b	college_etudiant	presidential_office	other	presidential_office	consulting_members	college_b	consulting_members	other	college_a	unknown																																																																																																																																																																																																																										
CR_CA_1988-02-15_ITEI	presidential_office	presidential_office	college_b	presidential_office	other	presidential_office	unknown	presidential_office	presidential_office	college_a	college_etudiant	college_biatss	college_a	college_b	consulting_members	other	ext_members	presidential_office	college_etudiant	presidential_office	college_b	college_b	conseil																																																																																																																																																																																																																																						
CR_CA_1988-03-07_ITEI	presidential_office	consulting_members	conseil	college_biatss	college_etudiant	other	college_etudiant	presidential_office	college_etudiant	presidential_office	college_etudiant	consulting_members	presidential_office	college_a	presidential_office	conseil	presidential_office	conseil	college_etudiant	college_a	college_etudiant	college_a	unknown	other	unknown	unknown	college_etudiant	other	other	college_a	presidential_office	unknown	conseil	unknown	unknown	presidential_office	other																																																																																																																																																																																																																								
